id,seat1,seat2,seat3,seat4,seat5,seat6,seat7,seat8,seat9,seat10,sid_id
557,60,60,60,60,60,60,60,60,60,60,59390
558,60,60,60,60,60,60,60,60,60,60,12198
559,60,60,60,60,60,60,60,60,60,60,19712
560,60,60,60,60,60,60,60,60,60,60,54811
561,60,60,60,60,60,60,60,60,60,60,7620
562,60,60,60,60,60,60,60,60,60,60,1683
563,60,60,60,60,60,60,60,60,60,60,12183
564,60,60,60,60,60,60,60,60,60,60,2183
565,60,60,60,60,60,60,60,60,60,60,59320
566,60,60,60,60,60,60,60,60,60,60,51196
567,60,60,60,60,60,60,60,60,60,60,14056
568,60,60,60,60,60,60,60,60,60,60,14055
569,60,60,60,60,60,60,60,60,60,60,19129
570,60,60,60,60,60,60,60,60,60,60,9457
571,60,60,60,60,60,60,60,60,60,60,9058
572,60,60,60,60,60,60,60,60,60,60,12639
573,60,60,60,60,60,60,60,60,60,60,12640
574,60,60,60,60,60,60,60,60,60,60,51452
575,60,60,60,60,60,60,60,60,60,60,19408
576,60,60,60,60,60,60,60,60,60,60,22407
577,60,60,60,60,60,60,60,60,60,60,14235
578,60,60,60,60,60,60,60,60,60,60,4911
579,60,60,60,60,60,60,60,60,60,60,4505
580,60,60,60,60,60,60,60,60,60,60,4503
581,60,60,60,60,60,60,60,60,60,60,1030
582,60,60,60,60,60,60,60,60,60,60,1028
583,60,60,60,60,60,60,60,60,60,60,14265
584,60,60,60,60,60,60,60,60,60,60,4931
585,60,60,60,60,60,60,60,60,60,60,4203
586,60,60,60,60,60,60,60,60,60,60,4205
587,60,60,60,60,60,60,60,60,60,60,22408
588,60,60,60,60,60,60,60,60,60,60,14213
589,60,60,60,60,60,60,60,60,60,60,5652
590,60,60,60,60,60,60,60,60,60,60,13346
591,60,60,60,60,60,60,60,60,60,60,21108
592,60,60,60,60,60,60,60,60,60,60,14219
593,60,60,60,60,60,60,60,60,60,60,14203
594,60,60,60,60,60,60,60,60,60,60,2070
595,60,60,60,60,60,60,60,60,60,60,1056
596,60,60,60,60,60,60,60,60,60,60,12168
597,60,60,60,60,60,60,60,60,60,60,12166
598,60,60,60,60,60,60,60,60,60,60,16230
599,60,60,60,60,60,60,60,60,60,60,2682
600,60,60,60,60,60,60,60,60,60,60,6230
601,60,60,60,60,60,60,60,60,60,60,4433
602,60,60,60,60,60,60,60,60,60,60,19570
603,60,60,60,60,60,60,60,60,60,60,2069
604,60,60,60,60,60,60,60,60,60,60,14260
605,60,60,60,60,60,60,60,60,60,60,18612
606,60,60,60,60,60,60,60,60,60,60,18312
607,60,60,60,60,60,60,60,60,60,60,13134
608,60,60,60,60,60,60,60,60,60,60,1075
609,60,60,60,60,60,60,60,60,60,60,19058
610,60,60,60,60,60,60,60,60,60,60,22111
611,60,60,60,60,60,60,60,60,60,60,11025
612,60,60,60,60,60,60,60,60,60,60,59076
613,60,60,60,60,60,60,60,60,60,60,18243
614,60,60,60,60,60,60,60,60,60,60,8243
615,60,60,60,60,60,60,60,60,60,60,18245
616,60,60,60,60,60,60,60,60,60,60,8245
617,60,60,60,60,60,60,60,60,60,60,18236
618,60,60,60,60,60,60,60,60,60,60,58219
619,60,60,60,60,60,60,60,60,60,60,22815
620,60,60,60,60,60,60,60,60,60,60,22940
621,60,60,60,60,60,60,60,60,60,60,9536
622,60,60,60,60,60,60,60,60,60,60,12856
623,60,60,60,60,60,60,60,60,60,60,1754
624,60,60,60,60,60,60,60,60,60,60,1756
625,60,60,60,60,60,60,60,60,60,60,12851
626,60,60,60,60,60,60,60,60,60,60,12441
627,60,60,60,60,60,60,60,60,60,60,22843
628,60,60,60,60,60,60,60,60,60,60,12849
629,60,60,60,60,60,60,60,60,60,60,58229
630,60,60,60,60,60,60,60,60,60,60,58114
631,60,60,60,60,60,60,60,60,60,60,22619
632,60,60,60,60,60,60,60,60,60,60,17481
633,60,60,60,60,60,60,60,60,60,60,117
634,60,60,60,60,60,60,60,60,60,60,58871
635,60,60,60,60,60,60,60,60,60,60,58865
636,60,60,60,60,60,60,60,60,60,60,4974
637,60,60,60,60,60,60,60,60,60,60,14501
638,60,60,60,60,60,60,60,60,60,60,19225
639,60,60,60,60,60,60,60,60,60,60,54701
640,60,60,60,60,60,60,60,60,60,60,12048
641,60,60,60,60,60,60,60,60,60,60,22812
642,60,60,60,60,60,60,60,60,60,60,22824
643,60,60,60,60,60,60,60,60,60,60,15109
644,60,60,60,60,60,60,60,60,60,60,14223
645,60,60,60,60,60,60,60,60,60,60,15110
646,60,60,60,60,60,60,60,60,60,60,14224
647,60,60,60,60,60,60,60,60,60,60,13106
648,60,60,60,60,60,60,60,60,60,60,11107
649,60,60,60,60,60,60,60,60,60,60,11108
650,60,60,60,60,60,60,60,60,60,60,12941
651,60,60,60,60,60,60,60,60,60,60,12972
652,60,60,60,60,60,60,60,60,60,60,19204
653,60,60,60,60,60,60,60,60,60,60,9232
654,60,60,60,60,60,60,60,60,60,60,59272
655,60,60,60,60,60,60,60,60,60,60,17203
656,60,60,60,60,60,60,60,60,60,60,19260
657,60,60,60,60,60,60,60,60,60,60,59207
658,60,60,60,60,60,60,60,60,60,60,59230
659,60,60,60,60,60,60,60,60,60,60,18438
660,60,60,60,60,60,60,60,60,60,60,59806
661,60,60,60,60,60,60,60,60,60,60,2714
662,60,60,60,60,60,60,60,60,60,60,56504
663,60,60,60,60,60,60,60,60,60,60,12796
664,60,60,60,60,60,60,60,60,60,60,7213
665,60,60,60,60,60,60,60,60,60,60,7219
666,60,60,60,60,60,60,60,60,60,60,7207
667,60,60,60,60,60,60,60,60,60,60,7209
668,60,60,60,60,60,60,60,60,60,60,17208
669,60,60,60,60,60,60,60,60,60,60,12823
670,60,60,60,60,60,60,60,60,60,60,16313
671,60,60,60,60,60,60,60,60,60,60,16305
672,60,60,60,60,60,60,60,60,60,60,16307
673,60,60,60,60,60,60,60,60,60,60,12666
674,60,60,60,60,60,60,60,60,60,60,16382
675,60,60,60,60,60,60,60,60,60,60,22622
676,60,60,60,60,60,60,60,60,60,60,12790
677,60,60,60,60,60,60,60,60,60,60,13246
678,60,60,60,60,60,60,60,60,60,60,13245
679,60,60,60,60,60,60,60,60,60,60,12969
680,60,60,60,60,60,60,60,60,60,60,6626
681,60,60,60,60,60,60,60,60,60,60,604
682,60,60,60,60,60,60,60,60,60,60,606
683,60,60,60,60,60,60,60,60,60,60,6610
684,60,60,60,60,60,60,60,60,60,60,16612
685,60,60,60,60,60,60,60,60,60,60,7239
686,60,60,60,60,60,60,60,60,60,60,7201
687,60,60,60,60,60,60,60,60,60,60,2775
688,60,60,60,60,60,60,60,60,60,60,17206
689,60,60,60,60,60,60,60,60,60,60,17204
690,60,60,60,60,60,60,60,60,60,60,7338
691,60,60,60,60,60,60,60,60,60,60,7211
692,60,60,60,60,60,60,60,60,60,60,2737
693,60,60,60,60,60,60,60,60,60,60,19308
694,60,60,60,60,60,60,60,60,60,60,13256
695,60,60,60,60,60,60,60,60,60,60,12984
696,60,60,60,60,60,60,60,60,60,60,2411
697,60,60,60,60,60,60,60,60,60,60,12241
698,60,60,60,60,60,60,60,60,60,60,22452
699,60,60,60,60,60,60,60,60,60,60,4912
700,60,60,60,60,60,60,60,60,60,60,4504
701,60,60,60,60,60,60,60,60,60,60,5904
702,60,60,60,60,60,60,60,60,60,60,15904
703,60,60,60,60,60,60,60,60,60,60,9304
704,60,60,60,60,60,60,60,60,60,60,19718
705,60,60,60,60,60,60,60,60,60,60,4502
706,60,60,60,60,60,60,60,60,60,60,15012
707,60,60,60,60,60,60,60,60,60,60,12232
708,60,60,60,60,60,60,60,60,60,60,22688
709,60,60,60,60,60,60,60,60,60,60,12046
710,60,60,60,60,60,60,60,60,60,60,15032
711,60,60,60,60,60,60,60,60,60,60,5056
712,60,60,60,60,60,60,60,60,60,60,4511
713,60,60,60,60,60,60,60,60,60,60,22451
714,60,60,60,60,60,60,60,60,60,60,11022
715,60,60,60,60,60,60,60,60,60,60,11006
716,60,60,60,60,60,60,60,60,60,60,12175
717,60,60,60,60,60,60,60,60,60,60,12177
718,60,60,60,60,60,60,60,60,60,60,12176
719,60,60,60,60,60,60,60,60,60,60,12178
720,60,60,60,60,60,60,60,60,60,60,16215
721,60,60,60,60,60,60,60,60,60,60,16216
722,60,60,60,60,60,60,60,60,60,60,19307
723,60,60,60,60,60,60,60,60,60,60,9303
724,60,60,60,60,60,60,60,60,60,60,12759
725,60,60,60,60,60,60,60,60,60,60,12760
726,60,60,60,60,60,60,60,60,60,60,18237
727,60,60,60,60,60,60,60,60,60,60,15004
728,60,60,60,60,60,60,60,60,60,60,15003
729,60,60,60,60,60,60,60,60,60,60,58222
730,60,60,60,60,60,60,60,60,60,60,16615
731,60,60,60,60,60,60,60,60,60,60,16616
732,60,60,60,60,60,60,60,60,60,60,6060
733,60,60,60,60,60,60,60,60,60,60,6346
734,60,60,60,60,60,60,60,60,60,60,6348
735,60,60,60,60,60,60,60,60,60,60,6340
736,60,60,60,60,60,60,60,60,60,60,6616
737,60,60,60,60,60,60,60,60,60,60,6604
738,60,60,60,60,60,60,60,60,60,60,6608
739,60,60,60,60,60,60,60,60,60,60,6606
740,60,60,60,60,60,60,60,60,60,60,12604
741,60,60,60,60,60,60,60,60,60,60,6062
742,60,60,60,60,60,60,60,60,60,60,12686
743,60,60,60,60,60,60,60,60,60,60,6084
744,60,60,60,60,60,60,60,60,60,60,6338
745,60,60,60,60,60,60,60,60,60,60,16176
746,60,60,60,60,60,60,60,60,60,60,6624
747,60,60,60,60,60,60,60,60,60,60,12668
748,60,60,60,60,60,60,60,60,60,60,12682
749,60,60,60,60,60,60,60,60,60,60,12164
750,60,60,60,60,60,60,60,60,60,60,6316
751,60,60,60,60,60,60,60,60,60,60,6082
752,60,60,60,60,60,60,60,60,60,60,6006
753,60,60,60,60,60,60,60,60,60,60,6040
754,60,60,60,60,60,60,60,60,60,60,6016
755,60,60,60,60,60,60,60,60,60,60,6004
756,60,60,60,60,60,60,60,60,60,60,6018
757,60,60,60,60,60,60,60,60,60,60,6804
758,60,60,60,60,60,60,60,60,60,60,6008
759,60,60,60,60,60,60,60,60,60,60,6706
760,60,60,60,60,60,60,60,60,60,60,6042
761,60,60,60,60,60,60,60,60,60,60,6749
762,60,60,60,60,60,60,60,60,60,60,6012
763,60,60,60,60,60,60,60,60,60,60,22640
764,60,60,60,60,60,60,60,60,60,60,56101
765,60,60,60,60,60,60,60,60,60,60,12680
766,60,60,60,60,60,60,60,60,60,60,22624
767,60,60,60,60,60,60,60,60,60,60,12163
768,60,60,60,60,60,60,60,60,60,60,16102
769,60,60,60,60,60,60,60,60,60,60,12794
770,60,60,60,60,60,60,60,60,60,60,6022
771,60,60,60,60,60,60,60,60,60,60,22681
772,60,60,60,60,60,60,60,60,60,60,16854
773,60,60,60,60,60,60,60,60,60,60,6750
774,60,60,60,60,60,60,60,60,60,60,12610
775,60,60,60,60,60,60,60,60,60,60,12692
776,60,60,60,60,60,60,60,60,60,60,6056
777,60,60,60,60,60,60,60,60,60,60,6748
778,60,60,60,60,60,60,60,60,60,60,6058
779,60,60,60,60,60,60,60,60,60,60,11074
780,60,60,60,60,60,60,60,60,60,60,12624
781,60,60,60,60,60,60,60,60,60,60,12602
782,60,60,60,60,60,60,60,60,60,60,11027
783,60,60,60,60,60,60,60,60,60,60,12658
784,60,60,60,60,60,60,60,60,60,60,12434
785,60,60,60,60,60,60,60,60,60,60,12674
786,60,60,60,60,60,60,60,60,60,60,12673
787,60,60,60,60,60,60,60,60,60,60,12981
788,60,60,60,60,60,60,60,60,60,60,12982
789,60,60,60,60,60,60,60,60,60,60,11059
790,60,60,60,60,60,60,60,60,60,60,18238
791,60,60,60,60,60,60,60,60,60,60,15205
792,60,60,60,60,60,60,60,60,60,60,15206
793,60,60,60,60,60,60,60,60,60,60,15010
794,60,60,60,60,60,60,60,60,60,60,58220
795,60,60,60,60,60,60,60,60,60,60,58221
796,60,60,60,60,60,60,60,60,60,60,51754
797,60,60,60,60,60,60,60,60,60,60,12824
798,60,60,60,60,60,60,60,60,60,60,17643
799,60,60,60,60,60,60,60,60,60,60,17644
800,60,60,60,60,60,60,60,60,60,60,18403
801,60,60,60,60,60,60,60,60,60,60,58012
802,60,60,60,60,60,60,60,60,60,60,14151
803,60,60,60,60,60,60,60,60,60,60,14153
804,60,60,60,60,60,60,60,60,60,60,22443
805,60,60,60,60,60,60,60,60,60,60,4723
806,60,60,60,60,60,60,60,60,60,60,4153
807,60,60,60,60,60,60,60,60,60,60,12210
808,60,60,60,60,60,60,60,60,60,60,22441
809,60,60,60,60,60,60,60,60,60,60,12469
810,60,60,60,60,60,60,60,60,60,60,2451
811,60,60,60,60,60,60,60,60,60,60,12033
812,60,60,60,60,60,60,60,60,60,60,14155
813,60,60,60,60,60,60,60,60,60,60,17221
814,60,60,60,60,60,60,60,60,60,60,12339
815,60,60,60,60,60,60,60,60,60,60,12340
816,60,60,60,60,60,60,60,60,60,60,12775
817,60,60,60,60,60,60,60,60,60,60,12776
818,60,60,60,60,60,60,60,60,60,60,6618
819,60,60,60,60,60,60,60,60,60,60,6009
820,60,60,60,60,60,60,60,60,60,60,16609
821,60,60,60,60,60,60,60,60,60,60,6615
822,60,60,60,60,60,60,60,60,60,60,16617
823,60,60,60,60,60,60,60,60,60,60,6605
824,60,60,60,60,60,60,60,60,60,60,6603
825,60,60,60,60,60,60,60,60,60,60,16613
826,60,60,60,60,60,60,60,60,60,60,12681
827,60,60,60,60,60,60,60,60,60,60,6037
828,60,60,60,60,60,60,60,60,60,60,6607
829,60,60,60,60,60,60,60,60,60,60,6039
830,60,60,60,60,60,60,60,60,60,60,12679
831,60,60,60,60,60,60,60,60,60,60,11013
832,60,60,60,60,60,60,60,60,60,60,25014
833,60,60,60,60,60,60,60,60,60,60,12841
834,60,60,60,60,60,60,60,60,60,60,12842
835,60,60,60,60,60,60,60,60,60,60,5103
836,60,60,60,60,60,60,60,60,60,60,15115
837,60,60,60,60,60,60,60,60,60,60,15117
838,60,60,60,60,60,60,60,60,60,60,15106
839,60,60,60,60,60,60,60,60,60,60,15112
840,60,60,60,60,60,60,60,60,60,60,5143
841,60,60,60,60,60,60,60,60,60,60,15053
842,60,60,60,60,60,60,60,60,60,60,5065
843,60,60,60,60,60,60,60,60,60,60,5115
844,60,60,60,60,60,60,60,60,60,60,11060
845,60,60,60,60,60,60,60,60,60,60,15107
846,60,60,60,60,60,60,60,60,60,60,18182
847,60,60,60,60,60,60,60,60,60,60,8182
848,60,60,60,60,60,60,60,60,60,60,1065
849,60,60,60,60,60,60,60,60,60,60,2004
850,60,60,60,60,60,60,60,60,60,60,12111
851,60,60,60,60,60,60,60,60,60,60,12362
852,60,60,60,60,60,60,60,60,60,60,1027
853,60,60,60,60,60,60,60,60,60,60,1079
854,60,60,60,60,60,60,60,60,60,60,11041
855,60,60,60,60,60,60,60,60,60,60,51034
856,60,60,60,60,60,60,60,60,60,60,1034
857,60,60,60,60,60,60,60,60,60,60,2187
858,60,60,60,60,60,60,60,60,60,60,2083
859,60,60,60,60,60,60,60,60,60,60,1087
860,60,60,60,60,60,60,60,60,60,60,2041
861,60,60,60,60,60,60,60,60,60,60,2171
862,60,60,60,60,60,60,60,60,60,60,1701
863,60,60,60,60,60,60,60,60,60,60,4154
864,60,60,60,60,60,60,60,60,60,60,22107
865,60,60,60,60,60,60,60,60,60,60,1051
866,60,60,60,60,60,60,60,60,60,60,1033
867,60,60,60,60,60,60,60,60,60,60,1211
868,60,60,60,60,60,60,60,60,60,60,1013
869,60,60,60,60,60,60,60,60,60,60,2008
870,60,60,60,60,60,60,60,60,60,60,2702
871,60,60,60,60,60,60,60,60,60,60,2002
872,60,60,60,60,60,60,60,60,60,60,11305
873,60,60,60,60,60,60,60,60,60,60,12959
874,60,60,60,60,60,60,60,60,60,60,22629
875,60,60,60,60,60,60,60,60,60,60,12722
876,60,60,60,60,60,60,60,60,60,60,12351
877,60,60,60,60,60,60,60,60,60,60,12352
878,60,60,60,60,60,60,60,60,60,60,11065
879,60,60,60,60,60,60,60,60,60,60,5288
880,60,60,60,60,60,60,60,60,60,60,11033
881,60,60,60,60,60,60,60,60,60,60,12343
882,60,60,60,60,60,60,60,60,60,60,12344
883,60,60,60,60,60,60,60,60,60,60,14035
884,60,60,60,60,60,60,60,60,60,60,57515
885,60,60,60,60,60,60,60,60,60,60,12182
886,60,60,60,60,60,60,60,60,60,60,12181
887,60,60,60,60,60,60,60,60,60,60,5818
888,60,60,60,60,60,60,60,60,60,60,5917
889,60,60,60,60,60,60,60,60,60,60,15817
890,60,60,60,60,60,60,60,60,60,60,5237
891,60,60,60,60,60,60,60,60,60,60,5213
892,60,60,60,60,60,60,60,60,60,60,4409
893,60,60,60,60,60,60,60,60,60,60,4023
894,60,60,60,60,60,60,60,60,60,60,15236
895,60,60,60,60,60,60,60,60,60,60,17006
896,60,60,60,60,60,60,60,60,60,60,15234
897,60,60,60,60,60,60,60,60,60,60,11066
898,60,60,60,60,60,60,60,60,60,60,2050
899,60,60,60,60,60,60,60,60,60,60,4410
900,60,60,60,60,60,60,60,60,60,60,11034
901,60,60,60,60,60,60,60,60,60,60,17008
902,60,60,60,60,60,60,60,60,60,60,5287
903,60,60,60,60,60,60,60,60,60,60,5942
904,60,60,60,60,60,60,60,60,60,60,15905
905,60,60,60,60,60,60,60,60,60,60,15933
906,60,60,60,60,60,60,60,60,60,60,15903
907,60,60,60,60,60,60,60,60,60,60,5903
908,60,60,60,60,60,60,60,60,60,60,5918
909,60,60,60,60,60,60,60,60,60,60,5970
910,60,60,60,60,60,60,60,60,60,60,15942
911,60,60,60,60,60,60,60,60,60,60,12526
912,60,60,60,60,60,60,60,60,60,60,15930
913,60,60,60,60,60,60,60,60,60,60,12235
914,60,60,60,60,60,60,60,60,60,60,15928
915,60,60,60,60,60,60,60,60,60,60,5968
916,60,60,60,60,60,60,60,60,60,60,15902
917,60,60,60,60,60,60,60,60,60,60,12424
918,60,60,60,60,60,60,60,60,60,60,12435
919,60,60,60,60,60,60,60,60,60,60,12423
920,60,60,60,60,60,60,60,60,60,60,14631
921,60,60,60,60,60,60,60,60,60,60,14266
922,60,60,60,60,60,60,60,60,60,60,15006
923,60,60,60,60,60,60,60,60,60,60,14318
924,60,60,60,60,60,60,60,60,60,60,12055
925,60,60,60,60,60,60,60,60,60,60,12288
926,60,60,60,60,60,60,60,60,60,60,22660
927,60,60,60,60,60,60,60,60,60,60,14120
928,60,60,60,60,60,60,60,60,60,60,12688
929,60,60,60,60,60,60,60,60,60,60,15002
930,60,60,60,60,60,60,60,60,60,60,12490
931,60,60,60,60,60,60,60,60,60,60,4728
932,60,60,60,60,60,60,60,60,60,60,11007
933,60,60,60,60,60,60,60,60,60,60,11008
934,60,60,60,60,60,60,60,60,60,60,12123
935,60,60,60,60,60,60,60,60,60,60,12124
936,60,60,60,60,60,60,60,60,60,60,9418
937,60,60,60,60,60,60,60,60,60,60,22920
938,60,60,60,60,60,60,60,60,60,60,9628
939,60,60,60,60,60,60,60,60,60,60,19030
940,60,60,60,60,60,60,60,60,60,60,12215
941,60,60,60,60,60,60,60,60,60,60,12457
942,60,60,60,60,60,60,60,60,60,60,12455
943,60,60,60,60,60,60,60,60,60,60,12985
944,60,60,60,60,60,60,60,60,60,60,22985
945,60,60,60,60,60,60,60,60,60,60,12216
946,60,60,60,60,60,60,60,60,60,60,22471
947,60,60,60,60,60,60,60,60,60,60,14626
948,60,60,60,60,60,60,60,60,60,60,12265
949,60,60,60,60,60,60,60,60,60,60,9706
950,60,60,60,60,60,60,60,60,60,60,22482
951,60,60,60,60,60,60,60,60,60,60,19264
952,60,60,60,60,60,60,60,60,60,60,9742
953,60,60,60,60,60,60,60,60,60,60,19580
954,60,60,60,60,60,60,60,60,60,60,9580
955,60,60,60,60,60,60,60,60,60,60,14812
956,60,60,60,60,60,60,60,60,60,60,14705
957,60,60,60,60,60,60,60,60,60,60,22401
958,60,60,60,60,60,60,60,60,60,60,4035
959,60,60,60,60,60,60,60,60,60,60,19020
960,60,60,60,60,60,60,60,60,60,60,22659
961,60,60,60,60,60,60,60,60,60,60,12687
962,60,60,60,60,60,60,60,60,60,60,12287
963,60,60,60,60,60,60,60,60,60,60,19019
964,60,60,60,60,60,60,60,60,60,60,29020
965,60,60,60,60,60,60,60,60,60,60,12018
966,60,60,60,60,60,60,60,60,60,60,12017
967,60,60,60,60,60,60,60,60,60,60,22919
968,60,60,60,60,60,60,60,60,60,60,19263
969,60,60,60,60,60,60,60,60,60,60,17058
970,60,60,60,60,60,60,60,60,60,60,17057
971,60,60,60,60,60,60,60,60,60,60,5421
972,60,60,60,60,60,60,60,60,60,60,12848
973,60,60,60,60,60,60,60,60,60,60,2250
974,60,60,60,60,60,60,60,60,60,60,13417
975,60,60,60,60,60,60,60,60,60,60,22877
976,60,60,60,60,60,60,60,60,60,60,22889
977,60,60,60,60,60,60,60,60,60,60,22873
978,60,60,60,60,60,60,60,60,60,60,13352
979,60,60,60,60,60,60,60,60,60,60,14036
980,60,60,60,60,60,60,60,60,60,60,12822
981,60,60,60,60,60,60,60,60,60,60,12821
982,60,60,60,60,60,60,60,60,60,60,59393
983,60,60,60,60,60,60,60,60,60,60,13351
984,60,60,60,60,60,60,60,60,60,60,12832
985,60,60,60,60,60,60,60,60,60,60,12386
986,60,60,60,60,60,60,60,60,60,60,13331
987,60,60,60,60,60,60,60,60,60,60,3327
988,60,60,60,60,60,60,60,60,60,60,15929
989,60,60,60,60,60,60,60,60,60,60,15901
990,60,60,60,60,60,60,60,60,60,60,11045
991,60,60,60,60,60,60,60,60,60,60,11046
992,60,60,60,60,60,60,60,60,60,60,50105
993,60,60,60,60,60,60,60,60,60,60,52544
994,60,60,60,60,60,60,60,60,60,60,52588
995,60,60,60,60,60,60,60,60,60,60,52540
996,60,60,60,60,60,60,60,60,60,60,52572
997,60,60,60,60,60,60,60,60,60,60,5736
998,60,60,60,60,60,60,60,60,60,60,4041
999,60,60,60,60,60,60,60,60,60,60,4932
1000,60,60,60,60,60,60,60,60,60,60,4413
1001,60,60,60,60,60,60,60,60,60,60,13120
1002,60,60,60,60,60,60,60,60,60,60,4002
1003,60,60,60,60,60,60,60,60,60,60,14001
1004,60,60,60,60,60,60,60,60,60,60,54078
1005,60,60,60,60,60,60,60,60,60,60,4432
1006,60,60,60,60,60,60,60,60,60,60,4206
1007,60,60,60,60,60,60,60,60,60,60,4031
1008,60,60,60,60,60,60,60,60,60,60,15116
1009,60,60,60,60,60,60,60,60,60,60,14206
1010,60,60,60,60,60,60,60,60,60,60,14731
1011,60,60,60,60,60,60,60,60,60,60,3686
1012,60,60,60,60,60,60,60,60,60,60,14011
1013,60,60,60,60,60,60,60,60,60,60,14659
1014,60,60,60,60,60,60,60,60,60,60,4438
1015,60,60,60,60,60,60,60,60,60,60,4037
1016,60,60,60,60,60,60,60,60,60,60,14037
1017,60,60,60,60,60,60,60,60,60,60,4411
1018,60,60,60,60,60,60,60,60,60,60,14521
1019,60,60,60,60,60,60,60,60,60,60,52576
1020,60,60,60,60,60,60,60,60,60,60,3402
1021,60,60,60,60,60,60,60,60,60,60,13247
1022,60,60,60,60,60,60,60,60,60,60,83132
1023,60,60,60,60,60,60,60,60,60,60,3236
1024,60,60,60,60,60,60,60,60,60,60,23226
1025,60,60,60,60,60,60,60,60,60,60,18184
1026,60,60,60,60,60,60,60,60,60,60,13010
1027,60,60,60,60,60,60,60,60,60,60,13009
1028,60,60,60,60,60,60,60,60,60,60,23010
1029,60,60,60,60,60,60,60,60,60,60,13244
1030,60,60,60,60,60,60,60,60,60,60,12131
1031,60,60,60,60,60,60,60,60,60,60,1003
1032,60,60,60,60,60,60,60,60,60,60,18209
1033,60,60,60,60,60,60,60,60,60,60,18620
1034,60,60,60,60,60,60,60,60,60,60,18241
1035,60,60,60,60,60,60,60,60,60,60,18207
1036,60,60,60,60,60,60,60,60,60,60,18215
1037,60,60,60,60,60,60,60,60,60,60,12549
1038,60,60,60,60,60,60,60,60,60,60,1708
1039,60,60,60,60,60,60,60,60,60,60,18211
1040,60,60,60,60,60,60,60,60,60,60,18213
1041,60,60,60,60,60,60,60,60,60,60,9718
1042,60,60,60,60,60,60,60,60,60,60,18205
1043,60,60,60,60,60,60,60,60,60,60,18201
1044,60,60,60,60,60,60,60,60,60,60,8798
1045,60,60,60,60,60,60,60,60,60,60,18426
1046,60,60,60,60,60,60,60,60,60,60,58529
1047,60,60,60,60,60,60,60,60,60,60,12357
1048,60,60,60,60,60,60,60,60,60,60,12220
1049,60,60,60,60,60,60,60,60,60,60,12269
1050,60,60,60,60,60,60,60,60,60,60,12266
1051,60,60,60,60,60,60,60,60,60,60,12213
1052,60,60,60,60,60,60,60,60,60,60,22201
1053,60,60,60,60,60,60,60,60,60,60,22214
1054,60,60,60,60,60,60,60,60,60,60,12246
1055,60,60,60,60,60,60,60,60,60,60,22202
1056,60,60,60,60,60,60,60,60,60,60,9726
1057,60,60,60,60,60,60,60,60,60,60,15636
1058,60,60,60,60,60,60,60,60,60,60,17302
1059,60,60,60,60,60,60,60,60,60,60,56904
1060,60,60,60,60,60,60,60,60,60,60,18645
1061,60,60,60,60,60,60,60,60,60,60,18646
1062,60,60,60,60,60,60,60,60,60,60,16606
1063,60,60,60,60,60,60,60,60,60,60,16605
1064,60,60,60,60,60,60,60,60,60,60,12677
1065,60,60,60,60,60,60,60,60,60,60,16314
1066,60,60,60,60,60,60,60,60,60,60,16306
1067,60,60,60,60,60,60,60,60,60,60,16187
1068,60,60,60,60,60,60,60,60,60,60,22608
1069,60,60,60,60,60,60,60,60,60,60,12684
1070,60,60,60,60,60,60,60,60,60,60,6055
1071,60,60,60,60,60,60,60,60,60,60,6345
1072,60,60,60,60,60,60,60,60,60,60,22816
1073,60,60,60,60,60,60,60,60,60,60,16188
1074,60,60,60,60,60,60,60,60,60,60,1066
1075,60,60,60,60,60,60,60,60,60,60,12224
1076,60,60,60,60,60,60,60,60,60,60,12646
1077,60,60,60,60,60,60,60,60,60,60,12283
1078,60,60,60,60,60,60,60,60,60,60,16359
1079,60,60,60,60,60,60,60,60,60,60,22149
1080,60,60,60,60,60,60,60,60,60,60,2854
1081,60,60,60,60,60,60,60,60,60,60,6549
1082,60,60,60,60,60,60,60,60,60,60,59827
1083,60,60,60,60,60,60,60,60,60,60,12704
1084,60,60,60,60,60,60,60,60,60,60,12703
1085,60,60,60,60,60,60,60,60,60,60,13413
1086,60,60,60,60,60,60,60,60,60,60,13483
1087,60,60,60,60,60,60,60,60,60,60,13484
1088,60,60,60,60,60,60,60,60,60,60,13414
1089,60,60,60,60,60,60,60,60,60,60,51028
1090,60,60,60,60,60,60,60,60,60,60,51027
1091,60,60,60,60,60,60,60,60,60,60,14205
1092,60,60,60,60,60,60,60,60,60,60,22104
1093,60,60,60,60,60,60,60,60,60,60,14732
1094,60,60,60,60,60,60,60,60,60,60,9770
1095,60,60,60,60,60,60,60,60,60,60,12921
1096,60,60,60,60,60,60,60,60,60,60,12922
1097,60,60,60,60,60,60,60,60,60,60,7138
1098,60,60,60,60,60,60,60,60,60,60,19024
1099,60,60,60,60,60,60,60,60,60,60,4740
1100,60,60,60,60,60,60,60,60,60,60,14625
1101,60,60,60,60,60,60,60,60,60,60,19023
1102,60,60,60,60,60,60,60,60,60,60,5718
1103,60,60,60,60,60,60,60,60,60,60,5216
1104,60,60,60,60,60,60,60,60,60,60,8891
1105,60,60,60,60,60,60,60,60,60,60,8897
1106,60,60,60,60,60,60,60,60,60,60,8297
1107,60,60,60,60,60,60,60,60,60,60,12616
1108,60,60,60,60,60,60,60,60,60,60,58209
1109,60,60,60,60,60,60,60,60,60,60,18239
